metric,observer_status,old_old,old_balanced,new_old,new_balanced,utility_effect_old_pension,utility_effect_balanced_pension,pension_effect_old_utility,pension_effect_new_utility,interaction,combined_change
legacy_moment.old_parent_childless_nonhousing_wealth_to_income_median_gap_6575,legacy stationary diagnostic,0.6496037417175515,0.0,0.6496037417175515,0.0,0.0,0.0,-0.6496037417175515,-0.6496037417175515,0.0,-0.6496037417175515
legacy_moment.old_parent_childless_total_wealth_to_income_gap_6575,legacy stationary diagnostic,3.824056561844678,3.021502882698819,3.6551835092945897,2.886472574467298,-0.16887305255008833,-0.13503030823152073,-0.8025536791458592,-0.7687109348272916,0.0338427443185676,-0.9375839873773799
legacy_moment.old_parent_childless_total_wealth_to_income_median_gap_6575,legacy stationary diagnostic,2.9232168377289884,2.331660127829692,2.9232168377289867,2.4547256606056385,-1.7763568394002505e-15,0.12306553277594645,-0.5915567098992964,-0.4684911771233482,0.12306553277594823,-0.46849117712335
legacy_moment.old_total_estate_wealth_to_annual_income_median_7684,legacy stationary diagnostic,7.491300054353088,5.876206439025722,7.475684041148912,5.879127001038209,-0.015616013204176049,0.002920562012486805,-1.6150936153273658,-1.596557040110703,0.018536575216662854,-1.612173053314879
legacy_moment.old_total_estate_wealth_to_annual_income_p90_p50_7684,legacy stationary diagnostic,3.4683996223740214,3.650070219481568,3.4721632760372656,3.644371493889648,0.0037636536632441597,-0.005698725591920084,0.18167059710754652,0.17220821785238227,-0.009462379255164244,0.17597187151562643
legacy_moment.old_total_wealth_to_annual_income_median_7684,legacy stationary diagnostic,7.491300054353088,5.876206439025722,7.475684041148912,5.879127001038209,-0.015616013204176049,0.002920562012486805,-1.6150936153273658,-1.596557040110703,0.018536575216662854,-1.612173053314879
legacy_moment.old_total_wealth_to_annual_income_p90_7684,legacy stationary diagnostic,25.982822279608737,21.44856612661362,25.956795590935112,21.425722851540584,-0.026026688673624676,-0.022843275073036295,-4.534256152995116,-4.531072739394528,0.0031834136005883806,-4.5570994280681525
legacy_moment.old_total_wealth_to_annual_income_p90_p50_7684,legacy stationary diagnostic,3.4683996223740214,3.650070219481568,3.4721632760372656,3.644371493889648,0.0037636536632441597,-0.005698725591920084,0.18167059710754652,0.17220821785238227,-0.009462379255164244,0.17597187151562643
legacy_moment.old_total_wealth_to_income_6575,legacy stationary diagnostic,17.57023207157555,13.714722409223903,17.57880045666487,13.722679077983736,0.008568385089319008,0.007956668759833363,-3.855509662351647,-3.8561213786811326,-0.000611716329483869,-3.8475529935918136
legacy_moment.old_total_wealth_to_income_median_6575,legacy stationary diagnostic,11.51434381281725,8.281109211431179,11.499664760405324,8.263931068576257,-0.014679052411926463,-0.01717814285492203,-3.233234601386071,-3.2357336918290667,-0.0024990904429955663,-3.250412744240993
legacy_moment.own_family_gap,legacy stationary diagnostic,0.146306534883187,0.14655080911600632,0.14174539450522589,0.1406635015134911,-0.004561140377961126,-0.005887307602515213,0.00024427423281930816,-0.0010818929917347786,-0.0013261672245540868,-0.0056430333696959045
legacy_moment.own_gap_newparent_nonparent_3055,legacy stationary diagnostic,0.146306534883187,0.14655080911600632,0.14174539450522589,0.1406635015134911,-0.004561140377961126,-0.005887307602515213,0.00024427423281930816,-0.0010818929917347786,-0.0013261672245540868,-0.0056430333696959045
legacy_moment.own_rate,legacy stationary diagnostic,0.6122017852605846,0.5858365615494522,0.6142706885268863,0.5867765411092043,0.0020689032663017137,0.0009399795597521132,-0.02636522371113237,-0.02749414741768197,-0.0011289237065496005,-0.025425244151380255
legacy_moment.own_rate_2534,legacy stationary diagnostic,0.37417673908015675,0.3589285144994817,0.37752655706936245,0.3609293194503671,0.0033498179892056945,0.002000804950885393,-0.01524822458067504,-0.016597237618995342,-0.0013490130383203014,-0.013247419629789647
legacy_moment.own_rate_3055,legacy stationary diagnostic,0.6122017852605846,0.5858365615494522,0.6142706885268863,0.5867765411092043,0.0020689032663017137,0.0009399795597521132,-0.02636522371113237,-0.02749414741768197,-0.0011289237065496005,-0.025425244151380255
legacy_moment.own_rate_3544,legacy stationary diagnostic,0.5628741466199448,0.5399549969225529,0.5653163832339905,0.5409064578439813,0.002442236614045634,0.0009514609214283931,-0.02291914969739195,-0.02440992539000919,-0.001490775692617241,-0.021967688775963556
legacy_moment.own_rate_newparents_3055,legacy stationary diagnostic,0.6247433418355418,0.5994664387264735,0.6257442280528515,0.5987699786876948,0.0010008862173096489,-0.0006964600387787678,-0.02527690310906827,-0.02697424936515669,-0.0016973462560884167,-0.02597336314784704
legacy_moment.own_rate_nonparents_3055,legacy stationary diagnostic,0.4784368069523548,0.4529156296104672,0.4839988335476256,0.45810647717420366,0.005562026595270775,0.005190847563736445,-0.02552117734188758,-0.02589235637342191,-0.00037117903153432996,-0.020330329778151135
legacy_moment.owner_neg_liquid_share_2534,legacy stationary diagnostic,0.673475987814777,0.6893444796661599,0.6725318966190553,0.6879114475240925,-0.0009440911957216969,-0.0014330321420673586,0.015868491851382838,0.015379550905037176,-0.0004889409463456618,0.014435459709315479
legacy_moment.parity_progression_1to2_flow,legacy stationary diagnostic,0.8049176524263599,0.8051669035088647,0.807711010666662,0.8079815787097271,0.002793358240302024,0.0028146752008624265,0.00024925108250473116,0.0002705680430651336,2.1316960560402443e-05,0.0030639262833671577
legacy_moment.parity_progression_2to3_flow,legacy stationary diagnostic,0.531588830620883,0.5318838279805743,0.5344126170428201,0.534719578609241,0.0028237864219370357,0.0028357506286667,0.0002949973596912958,0.0003069615664209602,1.1964206729664362e-05,0.003130747988357996
legacy_moment.parity_share_0,legacy stationary diagnostic,0.15680863202881806,0.15653512844152992,0.15439973159279027,0.15410169478862215,-0.002408900436027789,-0.0024334336529077683,-0.00027350358728814306,-0.0002980368041681225,-2.4533216879979447e-05,-0.0027069372401959113
legacy_moment.parity_share_1,legacy stationary diagnostic,0.16449175126128765,0.16433487224478147,0.16259962129970915,0.16242805673159508,-0.0018921299615785037,-0.0019068155131863884,-0.00015687901650618397,-0.00017156456811406873,-1.4685551607884761e-05,-0.0020636945296925724
legacy_moment.parity_share_2plus,legacy stationary diagnostic,0.6786996167098946,0.6791299993136886,0.6830006471075005,0.6834702484797827,0.004301030397605876,0.004340249166094101,0.0004303826037939107,0.0004696013722821357,3.921876848822503e-05,0.004770631769888012
legacy_moment.parity_share_3plus,legacy stationary diagnostic,0.3607891359356329,0.3612182638064636,0.36500416328397994,0.36546492317202567,0.004215027348347056,0.004246659365562067,0.00042912787083071446,0.0004607598880457253,3.1632017215010855e-05,0.004675787236392781
legacy_moment.permanent_income_childless_high_minus_low,legacy stationary diagnostic,-0.20275083119707027,-0.203494065572699,-0.19237209718193138,-0.1929392737490472,0.01037873401513889,0.010554791823651793,-0.0007432343756287318,-0.0005671765671158291,0.00017605780851290276,0.009811557448023062
legacy_moment.permanent_income_completed_fertility_high_minus_low,legacy stationary diagnostic,0.8539033528192177,0.856733955068613,0.803078149795625,0.8051145425815365,-0.050825203023592724,-0.05161941248707658,0.002830602249395353,0.0020363927859115005,-0.0007942094634838526,-0.048788810237681224
legacy_moment.permanent_income_own_rate_3055_high_minus_low,legacy stationary diagnostic,0.8570405624458952,0.9062771979414977,0.8505371920182149,0.9026644039618649,-0.006503370427680344,-0.003612793979632878,0.04923663549560253,0.05212721194365,0.002890576448047466,0.045623841515969654
legacy_moment.prime30_55_childless_owner_mean_rooms,legacy stationary diagnostic,7.604550061946285,7.795398044962121,7.600330409792518,7.788984283104834,-0.004219652153767406,-0.006413761857286815,0.1908479830158356,0.1886538733123162,-0.002194109703519409,0.1844342211585488
legacy_moment.prime30_55_childless_owner_minus_renter_mean_rooms,legacy stationary diagnostic,4.003933094534308,4.134906946297026,3.990826458105372,4.11641851330007,-0.01310663642893628,-0.01848843299695524,0.13097385176271725,0.1255920551946983,-0.0053817965680194035,0.11248541876576201
legacy_moment.prime30_55_childless_owner_share_rooms_ge6,legacy stationary diagnostic,0.9366825225492283,0.9674471864008564,0.9373069788029929,0.9676752849212279,0.0006244562537645049,0.00022809852037153355,0.030764663851628016,0.030368306118235044,-0.0003963577333929713,0.03099276237199955
legacy_moment.prime30_55_childless_renter_mean_rooms,legacy stationary diagnostic,3.600616967411977,3.660491098665095,3.6095039516871457,3.6725657698047636,0.008886984275168874,0.012074671139668425,0.05987413125311836,0.06306181811761791,0.0031876868644995504,0.07194880239278678
legacy_moment.prime30_55_childless_renter_share_rooms_ge6,legacy stationary diagnostic,0.10981922465843207,0.11343060506747912,0.11075931222665582,0.11404737040668375,0.000940087568223752,0.000616765339204628,0.0036113804090470575,0.0032880581800279335,-0.000323322229019124,0.004228145748251685
legacy_moment.prime30_55_parent_3plus_minus_1to2_mean_rooms,legacy stationary diagnostic,0.3225765461985386,0.31263778114173935,0.17064188193520202,0.1567909800130174,-0.15193466426333657,-0.15584680112872196,-0.009938765056799248,-0.013850901922184633,-0.003912136865385385,-0.1657855661855212
legacy_moment.prime30_55_parent_owner_minus_renter_mean_rooms,legacy stationary diagnostic,3.362554255623306,3.4846838080401854,3.3748765033411674,3.4945152178008296,0.0123222477178615,0.009831409760644227,0.1221295524168795,0.11963871445966223,-0.0024908379572172734,0.13196096217752373
legacy_moment.prime_childless_owner_median_rooms,legacy stationary diagnostic,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
legacy_moment.prime_childless_owner_minus_renter_rooms,legacy stationary diagnostic,4.048146018169813,4.088503288034714,4.028709577499027,4.062668457665681,-0.01943644067078587,-0.02583483036903278,0.0403572698649004,0.03395888016665349,-0.006398389698246909,0.014522439495867623
legacy_moment.prime_childless_renter_median_rooms,legacy stationary diagnostic,3.9518539818301863,3.9114967119652864,3.971290422500972,3.937331542334319,0.01943644067078587,0.02583483036903278,-0.04035726986489996,-0.03395888016665305,0.006398389698246909,-0.014522439495867179
legacy_moment.renter25_45_all_cap_share,legacy stationary diagnostic,0.2253435244056361,0.24027470992215394,0.2185111370874695,0.23411190004609453,-0.0068323873181665995,-0.006162809876059411,0.014931185516517842,0.01560076295862503,0.0006695774421071887,0.008768375640458431
legacy_moment.share_first_births_age30plus,legacy stationary diagnostic,0.28018514334611266,0.2802327884942031,0.2781801036563219,0.2782064756890963,-0.0020050396897907663,-0.002026312805106789,4.764514809041387e-05,2.637203277439104e-05,-2.1273115316022828e-05,-0.0019786676570163753
legacy_moment.tfr,legacy stationary diagnostic,2.100004856006024,2.1013963592841782,2.113468775625307,2.114974716749651,0.013463919619283171,0.013578357465472646,0.0013915032781541825,0.0015059411243436571,0.00011443784618947461,0.014969860743626828
legacy_moment.wealth_to_income,legacy stationary diagnostic,1.8388350820793897,1.742218341973382,1.8400069751305532,1.743558385963809,0.0011718930511634973,0.0013400439904269756,-0.09661674010600763,-0.09644858916674415,0.00016815093926347835,-0.09527669611558065
legacy_moment.young_all_liquid_wealth_to_annual_gross_income_2530,legacy stationary diagnostic,0.2516752708664605,0.239115342083899,0.22510904149678934,0.21857356347263668,-0.02656622936967118,-0.02054177861126233,-0.012559928782561514,-0.006535478024152663,0.00602445075840885,-0.03310170739382384
legacy_moment.young_all_liquid_wealth_to_annual_gross_income_2530_median,legacy stationary diagnostic,0.1511208828321892,0.1511208828321892,0.11717158410835865,0.11717158410835865,-0.03394929872383054,-0.03394929872383054,0.0,0.0,0.0,-0.03394929872383054
legacy_moment.young_childless_liquid_wealth_to_annual_gross_income_2535,legacy stationary diagnostic,0.46205958023794624,0.4359012263088692,0.43757083237501393,0.4152966593974091,-0.024488747862932314,-0.020604566911460065,-0.02615835392907706,-0.02227417297760481,0.003884180951472249,-0.046762920840537125
legacy_moment.young_childless_liquid_wealth_to_annual_gross_income_2535_median,legacy stationary diagnostic,0.3470713123154523,0.2950106154681344,0.2950106154681344,0.280653068116922,-0.0520606968473179,-0.014357547351212419,-0.0520606968473179,-0.014357547351212419,0.03770314949610548,-0.06641824419853032
legacy_moment.young_childless_renter_liquid_wealth_to_annual_gross_income_2535,legacy stationary diagnostic,0.7830977481036246,0.7528985306240283,0.7634386047894898,0.7361986299796187,-0.019659143314134875,-0.016699900644409627,-0.030199217479596308,-0.02723997480987106,0.0029592426697252483,-0.046899118124005934
legacy_moment.young_childless_renter_liquid_wealth_to_annual_gross_income_2535_median,legacy stationary diagnostic,0.5283796545776118,0.4587598228834307,0.5259758884243775,0.44763176602897864,-0.0024037661532343435,-0.011128056854452062,-0.06961983169418112,-0.07834412239539884,-0.008724290701217718,-0.08074788854863318
legacy_moment.young_liquid_wealth_to_income,legacy stationary diagnostic,0.26481414847291085,0.25421614097033013,0.2585320813985099,0.24926224935793065,-0.006282067074400932,-0.00495389161239948,-0.01059800750258072,-0.009269832040579268,0.0013281754620014796,-0.0155518991149802
legacy_moment.young_owner_rate,legacy stationary diagnostic,0.37417673908015675,0.3589285144994817,0.37752655706936245,0.3609293194503671,0.0033498179892056945,0.002000804950885393,-0.01524822458067504,-0.016597237618995342,-0.0013490130383203014,-0.013247419629789647
quantity.adult_households,raw model accounting diagnostic,0.9999999999997743,0.9999999999997837,0.9999999999997509,0.9999999999997814,-2.3425705819590803e-14,-2.3314683517128287e-15,9.43689570931383e-15,3.0531133177191805e-14,2.1094237467877974e-14,7.105427357601002e-15
quantity.aggregate_housing_demand,raw model accounting diagnostic,6.416634433863157,6.474423739399834,6.409470758189564,6.4669538484335165,-0.007163675673592884,-0.0074698909663171165,0.057789305536676494,0.05748309024395226,-0.0003062152927242323,0.05031941457035938
quantity.aggregate_housing_excess,raw model accounting diagnostic,-2.3354201319492063e-06,-4.775459811234839e-05,6.219733608325839e-05,-2.387024348848854e-06,6.45327562152076e-05,4.5367573763499536e-05,-4.5419177980399184e-05,-6.458436043210725e-05,-1.9165182451708063e-05,-5.160421689964778e-08
quantity.aggregate_housing_supply,raw model accounting diagnostic,6.416636769283289,6.474471493997946,6.409408560853481,6.466956235457865,-0.007228208429808092,-0.007515258540080616,0.05783472471465689,0.05754767460438437,-0.00028705011027252425,0.05031946617457628
quantity.aggregate_owner_demand,raw model accounting diagnostic,4.951347065974812,4.893140407377899,4.955891676445403,4.892598910921316,0.004544610470591515,-0.0005414964565835234,-0.05820665859691232,-0.06329276552408736,-0.005086106927175038,-0.05874815505349584
quantity.aggregate_rental_demand,raw model accounting diagnostic,1.4652873678883467,1.5812833320219337,1.4535790817441616,1.5743549375122001,-0.011708286144185065,-0.006928394509733593,0.11599596413358704,0.12077585576803851,0.004779891634451472,0.10906756962385344
